1,862,4.0
1,807,5.0
1,629,5.0
1,755,3.0
1,13685,5.0
1,197,4.0
1,11780,5.0
1,8068,5.0
1,2292,3.0
1,8467,5.0
1,522,4.0
1,11,5.0
1,680,3.0
1,9331,4.0
1,13,4.0
1,854,4.0
1,9571,4.0
1,5503,5.0
1,329,4.0
1,788,3.0
1,424,5.0
1,11969,5.0
1,581,4.0
1,268,4.0
1,274,4.0
1,10895,5.0
1,954,3.0
1,2300,3.0
1,9802,4.0
1,664,3.0
1,602,3.0
1,11363,4.0
1,630,5.0
1,3083,5.0
1,9591,4.0
1,10586,5.0
1,10218,4.0
1,252,5.0
1,500,5.0
1,792,4.0
1,601,5.0
1,2756,4.0
1,762,5.0
1,1891,5.0
1,2493,5.0
1,85,5.0
1,28,4.0
1,1892,5.0
1,769,5.0
1,348,4.0
1,539,2.0
1,525,5.0
1,10705,5.0
1,218,5.0
1,694,3.0
1,137,4.0
1,105,5.0
1,8009,5.0
1,3034,5.0
1,756,5.0
1,89,5.0
1,364,3.0
1,9361,3.0
1,9434,4.0
1,816,5.0
1,1701,4.0
1,754,5.0
1,607,3.0
1,9387,5.0
1,2118,5.0
1,9437,4.0
1,2649,5.0
1,3597,3.0
1,563,3.0
1,115,5.0
1,42807,5.0
1,617,4.0
1,11551,4.0
1,1366,5.0
1,196,4.0
1,3170,5.0
1,857,4.0
1,9631,5.0
1,13155,3.0
1,87,5.0
1,34584,5.0
1,4011,4.0
1,881,4.0
1,162,5.0
1,73,5.0
1,3600,2.0
1,9798,5.0
1,10029,5.0
1,11545,5.0
1,11904,3.0
1,8741,5.0
1,10658,4.0
1,30497,5.0
1,9671,5.0
1,111794,4.0
1,1542,5.0
1,10803,3.0
1,100,5.0
1,603,5.0
1,9430,5.0
1,8592,4.0
1,1893,4.0
1,1924,4.0
1,8536,5.0
1,104,5.0
1,9473,5.0
1,10386,5.0
1,2280,4.0
1,1911,4.0
1,14,5.0
1,861,4.0
1,658,5.0
1,657,5.0
1,646,5.0
1,550,5.0
1,253,5.0
1,660,5.0
1,492,4.0
1,957,5.0
1,1832,5.0
1,10047,5.0
1,9289,4.0
1,497,5.0
1,1213,1.0
1,8872,5.0
1,4234,5.0
1,820,5.0
1,1497,4.0
1,1499,4.0
1,1880,5.0
1,801,5.0
1,526,4.0
1,879,4.0
1,106,4.0
1,98,5.0
1,9285,4.0
1,682,4.0
1,11072,5.0
1,9659,5.0
1,8810,5.0
1,6978,4.0
1,479,4.0
1,36657,5.0
2,278,3.0
2,489,4.5
2,98,4.0
2,24,4.0
2,1538,3.5
2,9718,4.0
2,1422,4.0
2,155,4.5
2,12133,5.0
2,16869,4.5
2,19908,3.0
2,11324,4.0
2,27205,4.0
2,23168,4.5
2,44639,5.0
2,59440,5.0
2,49026,3.5
2,65754,2.5
2,68718,3.5
2,106646,5.0
2,157336,3.0
2,244786,4.0
2,264660,3.5
2,76341,5.0
3,424,0.5
3,10684,0.5
3,10061,5.0
3,11113,0.5
3,10537,0.5
3,11778,0.5
3,11202,0.5
3,8009,3.5
3,152,3.0
3,9387,4.5
3,3170,0.5
3,1091,4.0
3,9489,0.5
3,13342,0.5
3,8810,5.0
3,641,0.5
3,11888,0.5
3,13282,5.0
3,14161,0.5
4,8012,3.0
4,577,3.0
4,807,2.0
4,2074,5.0
4,76,5.0
4,522,2.0
4,1024,3.0
4,11,5.0
4,680,1.0
4,11382,4.0
4,712,3.0
4,9571,1.0
4,5503,5.0
4,713,1.0
4,11969,2.0
4,812,4.0
4,274,5.0
4,576,2.0
4,954,3.0
4,26748,4.0
4,872,4.0
4,239,5.0
4,289,5.0
4,11113,5.0
4,630,5.0
4,770,5.0
4,9716,3.0
4,10218,2.0
4,252,4.0
4,11561,5.0
4,11386,3.0
4,762,5.0
4,409,1.0
4,1891,5.0
4,2493,5.0
